site,gen,sp,seedlength.cat,maxht.cat,seedmass.mg,WSG,maxht,SLA,LDMC,seedlength.mm,,
OSA,Inga,acuminata,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,alba,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,bella,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,coruscans,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,jimenezii,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,litoralis,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,marginata,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,multijuga,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,nobilis,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,oerstediana,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,polita,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,punctata,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,sapindoides,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,sp1,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,sp2,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,spP10,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,spP8,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,thibaudiana,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,umbellifera,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Inga,venusta,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Iriartea,deltoidea,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Isertia,laevis,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Jacaranda,copaia,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Lacistema,aggregatum,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Lacmellea,panamensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Laetia,procera,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Laetia,spA,NA,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Licania,operculipetala,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Licania,sparsipilis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Licaria,misantlae,NA,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Licaria,pergamentacea,NA,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Licaria,sp1,NA,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Lonchocarpus,ferrugineus,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Lonchocarpus,heptaphyllus,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Lonchocarpus,macrophyllus,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Lonchocarpus,sp1,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Lozania,pittieri,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Luehea,seemannii,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Lunania,mexicana,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Mabea,occidentalis,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Maclura,tinctoria,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Macrocnemum,roseum,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Malpighia,albiflora,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Malvaviscus,arboreus,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Maquira,costaricana,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Maranthes,panamensis,50 to <100 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Margaritaria,nobilis,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Marila,laxiflora,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Marila,pluricostata,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Maytenus,guyanensis,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Meliosma,donnellsmithii,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Meliosma,grandiflora,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,affinis,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,argentea,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,elata,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,hondurensis,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,matthaei,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,multispicata,under 1 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,osaensis,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,poeppigii,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,prasina,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,schlimii,under 1 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Miconia,trinervia,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Micropholis,melinoniana,NA,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Minquartia,guianensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Mollinedia,costaricensis,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Mortoniodendron,cauliflorum,NA,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Mosannona,costaricensis,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Mouriri,cyphocarpa,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Mouriri,gleasoniana,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Myrcia,sp2,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Myrcia,splendens,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Myriocarpa,longipes,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Naucleopsis,ulei,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Nectandra,membranacea,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Nectandra,salicifolia,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Nectandra,sp2,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Nectandra,umbrosa,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Neea,amplifolia,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Neea,psychotrioides,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Neea,sp1,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Neea,sp2,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Neea,sp3,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ochroma,pyramidale,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,leucoxylon,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,mollifolia,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,multiflora,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,pullifolia,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,sp1,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,sp2,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,sp3,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,sp4,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,sp5,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,sp6,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ocotea,spA,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ormosia,costulata,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Ormosia,macrocalyx,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Otoba,novogranatensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Ouratea,rinconensis,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Oxandra,venezuelana,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pachira,glabra,30 to <50 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Palicourea,guianensis,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Parathesis,acostensis,NA,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pausandra,trianae,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Peltogyne,purpurea,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pentagonia,tinajita,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pera,arborea,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Perebea,xanthochyma,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Persea,americana,50 to <100 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Piper,aduncum,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Piper,aequale,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Piper,amalago,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Piper,sp1,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Piper,sp2,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Piper,sp3,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pleuranthodendron,lindenii,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pleurothyrium,golfodulcense,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pleurothyrium,pauciflorum,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Posoqueria,latifolia,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pourouma,bicolor,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,acuminata,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,chiricana,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,filipes,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,fossicola,30 to <50 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,glomerata,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,juruana,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,laevigata,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,lecythidicarpa,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,reticulata,30 to <50 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp10,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp2,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp3,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp4,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp5,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp6,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp7,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,sp8,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,spA,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,spC,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,subrotata,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pouteria,torta,30 to <50 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Preslianthus,pittieri,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,aracouchini,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,copal,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,costaricense,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,glabrum,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,medianum,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,panamense,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,pecuniosum,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,pequeño,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,ravenii,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,confusum,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,sp1,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,sp2,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Protium,sp3,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pseudolmedia,spuria,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Pseudopiptadenia,suaveolens,30 to <50 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Psidium,guajava,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Psychotria,elata,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Psychotria,grandis,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Psychotria,panamensis,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Psychotria,remota,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Psychotria,solitudinum,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Pterocarpus,rohrii,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Quadrella,isthmensis,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Qualea,panamensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Quararibea,ochrocalyx,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Quararibea,platyphylla,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Quiina,cruegeriana,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Quiina,macrophylla,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Randia,grandifolia,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Randia,sp1,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Rauvolfia,sp1,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Rinorea,crenata,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Rinorea,deflexiflora,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Rinorea,hummelii,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Rinorea,sp1,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Rinorea,sylvatica,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Roupala,montana,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Ruptiliocarpon,caracolito,NA,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Sapium,allenii,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Sapium,glandulosum,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Sarcaulus,brasiliensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Saurauia,yasicae,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Schefflera,morototoni,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Schizolobium,parahyba,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Senna,papillosa,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Simaba,cedron,30 to <50 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Simaba,polyphylla,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Simarouba,amara,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Siparuna,sessiliflora,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Siparuna,guianensis,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Siparuna,sp1,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Sloanea,guapilensis,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Sloanea,gracilis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Sloanea,sulcata,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Sloanea,zuliaensis,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Socratea,exorrhiza,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Sorocea,affinis,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Sorocea,pubivena,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Spondias,mombin,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Spondias,radlkoferi,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Stemmadenia,donnell-smithii,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Sterculia,costaricana,30 to <50 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Swartzia,simplex,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Symphonia,globulifera,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Handroanthus,cohraceus,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Tabernaemontana,longipes,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Tachigali,versicolor,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Talauma,gloriensis,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Talisia,macrophylla,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Talisia,nervosa,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Tapirira,guianensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Terminalia,amazonia,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Terminalia,oblonga,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Tetragastris,panamensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Tetrathylacium,macrophyllum,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Theobroma,angustifolium,30 to <50 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Theobroma,cacao,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Theobroma,simiarum,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Tocoyena,pittieri,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Tovomita,longifolia,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Tovomita,stylosa,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Trattinnickia,aspera,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Trichilia,septentrionalis,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Trichilia,spA,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Trichilia,spR,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Trichilia,tuberculata,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Trichospermum,galeottii,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Trichospermum,grewiifolium,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Trophis,racemosa,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Unonopsis,osae,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Unonopsis,theobromifolia,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Urera,baccifera,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Vachellia,allenii,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Vantanea,barbourii,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Virola,koschnyi,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Virola,macrocarpa,30 to <50 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Virola,sebifera,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Virola,spA,15 to <30 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Virola,surinamensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Vismia,baccifera,1 to <6 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Vismia,macrophylla,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Vitex,cooperi,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Vochysia,allenii,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Vochysia,ferruginea,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Vochysia,guatemalensis,15 to <30 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Vouarana,anomala,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Warszewiczia,coccinea,under 1 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Welfia,regia,30 to <50 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Williamodendron,glaucophyllum,NA,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Xylopia,frutescens,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
OSA,Xylopia,macrantha,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Xylopia,sericophylla,6 to <15 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Zanthoxylum,acuminatum,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Zanthoxylum,fagara,1 to <6 mm,canopy,NA,NA,NA,NA,NA,NA,,
OSA,Zygia,cognata,6 to <15 mm,subcanopy,NA,NA,NA,NA,NA,NA,,
